id,title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
W-02PTK0,Estupendo piso con terraza privativa ,Maresme  Montgat ,Excelente,Excelente,2022,125m²,2,3,Sueloradiante,A,500.000EUR
W-02PRWJ,Estupendo piso de dos dormitorios con terraza ,Maresme  Montgat ,Excelente,Excelente,2022,98m²,2,2,Sueloradiante,A,420.000EUR
W-02PRWI,Estupendo piso de dos dormitorios con terraza ,Maresme  Montgat ,Excelente,Excelente,2022,98m²,2,2,Sueloradiante,A,415.000EUR
W-02PRWH,Estupendo piso de dos dormitorios con terraza ,Maresme  Montgat ,Excelente,Excelente,2022,98m²,2,2,Sueloradiante,A,410.000EUR
W-02PRWG,Estupendo piso con vistas al mar en Montgat ,Maresme  Montgat ,Excelente,Excelente,2022,110m²,2,3,Sueloradiante,A,530.000EUR
W-02OBKS,Espectacular principal en Portaferrissa ,Ciutat Vella  Gòtic ,,,,72m²,2,2,,,345.000EUR
W-02OBKR,Espectacular principal a actualizar en Gotic ,Ciutat Vella  Gòtic ,Excelente,Muybien,,141m²,2,2,Gas,,645.000EUR
W-02OBKQ,Espectacular principal en Portaferrissa ,Ciutat Vella  Gòtic ,Muybien,,,286m²,3,4,Central,,1.295.000EUR
W-02PUAI,Espectacular principal en Portaferrissa ,Ciutat Vella  Gòtic ,Muybien,,,503m²,7,8,Calefaccióncentralizada,E,1.695.000EUR
W-02PGD5,Piso con terraza  piscina y parking en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Necesitarestauración,1979,170m²,3,4,Central,,1.100.000EUR
W-02PT2I,Piso con bonitas vistas al fórum de Barcelona ,Sant Adrià de Besòs ,Excelente,Muybien,2007,109m²,2,3,Bombadecalor,E,495.000EUR
W-02PLNS,Espectacular piso luminoso en Eixample Esquerra ,Eixample  Eixample Esquerra ,Muybien,Excelente,1960,118m²,2,4,Bombadecalor,E,665.000EUR
W-02PKXN,Amplio apartamento con vistas al jardín en Eixample ,Eixample  Fort Pienc ,Excelente,Necesitarestauración,1942,99m²,2,4,,F,450.000EUR
W-02OKWW,Luminoso piso cerca de la Sagrada Família ,Eixample  Sagrada Familia ,Excelente,Bien,1967,82m²,1,4,,E,329.000EUR
W-02PTBV,Exclusivo dúplex con jardín privado en Sarrià ,Sarria  Casco Antiguo ,,,2023,242m²,3,4,Sueloradiante,A,1.895.000EUR
W-02PTB5,Precioso y funcional piso de obra nueva en Sarrià ,Sarria  Casco Antiguo ,,,2023,129m²,2,3,Sueloradiante,A,1.350.000EUR
W-02PTAZ,Precioso y funcional piso de obra nueva en Sarrià ,Sarria  Casco Antiguo ,,,2023,129m²,2,3,Sueloradiante,A,1.295.000EUR
W-02PTAJ,Espectacular piso de obra nueva en Sarrià ,Sarria  Casco Antiguo ,,,2023,134m²,2,3,Sueloradiante,A,1.395.000EUR
W-02PT6Q,Precioso y funcional piso de obra nueva en Sarrià ,Sarria  Casco Antiguo ,,,2023,129m²,2,3,Sueloradiante,A,1.230.000EUR
W-02PT6H,Espectacular piso de obra nueva en Sarrià ,Sarria  Casco Antiguo ,,,2023,134m²,2,3,Sueloradiante,A,1.330.000EUR
W-02PT62,Espectacular piso de obra nueva en Sarrià ,Sarria  Casco Antiguo ,,,2023,134m²,2,3,Sueloradiante,A,1.210.000EUR
W-02PLR4,Espectacular piso de obra nueva en Sarrià ,Sarria  Casco Antiguo ,,,2023,134m²,2,3,Sueloradiante,A,1.270.000EUR
W-02PLR0,Exclusivo dúplex con jardín privado en Sarrià ,Sarria  Casco Antiguo ,,,2023,170m²,3,3,Sueloradiante,A,1.595.000EUR
W-026EO8,Ático dúplex espectacular con vistas en Sarriá ,Sarria  Sta. Amelia ,Excelente,Bien,1985,310m²,6,6,CorrienteEléctricaBombadecalor,,1.700.000EUR
W-02P1LA,Piso con Parking en Plaça Can Portabella ,Sant Andreu ,Excelente,Muybien,2008,88m²,2,3,CorrienteEléctrica,E,440.000EUR
W-02PH20,Espectacular Dúplex invertido en Manresa ,Bagés- Manresa  MANRESA ,Muybien,Muybien,1999,165m²,3,4,Gas,,249.995EUR
W-02O8PH,Fantástico piso en finca regia en el Clot ,SANT MARTIN  El Clot ,Excelente,Muybien,1920,156m²,2,4,,E,660.000EUR
W-02PIPQ,Pied-à-terre ideal en el barrio Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1800,66m²,1,2,,E,249.500EUR
W-02PKQ3,Piso con terraza en Rambla del Poblenou para reformar ,SANT MARTIN  El Poblenou ,Excelente,Necesitarenovaciones,1965,77m²,1,3,,E,430.000EUR
W-02PJ90,Exclusivo piso ubicado en una de las zonas más encantadoras del Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1930,135m²,3,2,Bombadecalor,E,835.000EUR
W-02PID6,Excelente piso con parking y vista a Sagrada Familia ,Eixample  Sagrada Familia ,Excelente,Muybien,1920,128m²,2,4,Gas,,529.500EUR
W-02P45Q,Señorial propiedad en calle Freixa ,Sant Gervasi  Galvany ,Excelente,Necesitarestauración,,400m²,3,6,Calefaccióncentralizada,,1.900.000EUR
W-02PJ7Z,Piso con salón luminoso en pleno Sant Antoni ,Eixample  Sant Antoni ,Excelente,Necesitarenovaciones,1979,96m²,2,4,,E,440.000EUR
W-02JYBD,Luminoso atico a reformar con terraza y parking ,Pedralbes  Pedralbes ,Excelente,Necesitarestauración,1972,200m²,4,4,Gas,E,1.550.000EUR
W-02O9F8,Esplendido piso recién reformado en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,163m²,3,3,Gas,E,1.349.000EUR
W-02OS9R,Ático con terrazas y vistas a mar en Grácia ,Gracia  Gracia Nova ,Excelente,Necesitarestauración,1972,100m²,2,3,Gas,E,585.000EUR
W-02PKYJ,Exclusivo piso con gran terraza ,Hospitalet  La Florida ,Muybien,Bien,1980,113m²,2,4,,F,345.000EUR
W-02P3MA,Interesante piso en Rambla de Catalunya ,Eixample  Eixample Dreta ,Excelente,Muybien,1903,190m²,2,6,BombadecalorGas,E,1.200.000EUR
W-02PMQ4,Alto y luminoso piso en Eixample Dret ,Eixample  Eixample Dreta ,Muybien,Excelente,1936,173m²,3,3,Bombadecalor,F,1.175.000EUR
W-02NSUE,Magnífico tríplex en Turó Parc ,Sant Gervasi  Tres Torres ,Excelente,Excelente,1967,497m²,6,6,Gas,E,(aconsultar)
W-02MPFY,Exclusiva Propiedad reformada en Rambla de Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,1930,360m²,5,3,nocentralizada,D,3.990.000EUR
W-02OWBC,Excelente piso en el exclusivo Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,Excelente,1968,484m²,6,7,,D,4.000.000EUR
W-02404H,Excelente piso para reformar en Tres Torres ,Sant Gervasi  Tres Torres ,Muybien,Necesitarestauración,1980,260m²,4,5,Gas,E,1.750.000EUR
W-02PJ0T,Bonito y acogedor piso en el centro de Suria ,Bagés- Manresa  Súria ,Muybien,Excelente,2005,121m²,2,3,Gas,D,195.000EUR
W-02PF5F,Vivienda de diseño y local comercial en Poblenou ,SANT MARTIN  El Poblenou ,Excelente,,1950,312m²,2,3,,,795.000EUR
W-02OQ84,Fabuloso Ático con vistas panorámicas en Eixample ,Eixample  Fort Pienc ,Excelente,Excelente,1973,120m²,2,3,Gas,E,729.000EUR
W-02PKTH,Planta baja exterior con terraza de 50m² ,Sant Just - Esplugues  Sant Joan Despí ,Excelente,Muybien,1992,103m²,2,3,Gas,,498.000EUR
W-02PGDR,Magnífico piso en la mejor zona de Barcelona ,Sant Gervasi  Balmes ,Excelente,Excelente,,180m²,2,4,,E,1.290.000EUR
W-02ONLR,Ideal Pied a terre ,Ciutat Vella  Born-Ribera ,,,2011,51m²,1,1,,E,375.000EUR
W-02L96W,Espectacular propiedad en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,2002,274m²,4,4,Central,E,3.700.000EUR
W-02KIL0,Magnífica propiedad en Zona Alta ,Sant Gervasi  Bonanova ,Excelente,,,286m²,5,5,,,3.400.000EUR
W-02PLIA,Ático con terraza de 91m² y vistas despejadas ,Sant Just - Esplugues  Esplugues - Otras ,Excelente,Muybien,1996,142m²,2,3,Gas,E,598.000EUR
W-02M6MS,Piso alto y luminoso cerca de Plaza Lesseps ,Gracia  La Salut ,,,,142m²,2,4,,,535.000EUR
W-02PLTD,Espectacular ático de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,130m²,3,4,PelletsGasSolar,A,1.314.000EUR
W-02PLTC,Luminoso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,130m²,3,4,PelletsGasSolar,A,1.284.000EUR
W-02PLT9,Luminoso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,130m²,3,4,PelletsGasSolar,A,1.224.000EUR
W-02N16F,Piso de ensueño en primera línea del mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2010,100m²,2,1,Bombadecalor,D,1.500.000EUR
W-02PFHB,Piso alto y con vistas en Finca Regia ,Sant Gervasi  Galvany ,Excelente,Muybien,1944,221m²,3,5,Gas,E,1.190.000EUR
W-02CLC1,Bonito piso con terraza en Balmes ,Sant Gervasi  Putget ,Excelente,Bien,1959,181m²,2,4,Gas,E,725.000EUR
W-02PGY6,Maravilloso piso en el barrio de la Prosperitat ,Nou Barris ,,,,100m²,2,4,,E,280.000EUR
W-02LVT9,Cómodo y espacioso piso en Marià Cubí ,Sant Gervasi  Galvany ,Muybien,Necesitarenovaciones,1971,120m²,2,4,Gas,,575.000EUR
W-02P6FV,Bajo artístico en el Barrio Gótico ,Ciutat Vella  Gòtic ,Muybien,Muybien,,115m²,2,3,Gas,E,540.000EUR
W-02I8M0,Espectacular ático con terraza en Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,Muybien,1982,207m²,3,2,Gas,E,1.619.000EUR
W-02O7OU,Piso familiar en Fabra i Puig ,Horta Guinardó ,Bien,Regular,1958,82m²,1,4,,E,250.000EUR
W-02PH36,Fantástico piso grande con balcones y parking ,SANT MARTIN  Sant Martí de Provençals ,,Muybien,,130m²,2,3,Gas,E,429.000EUR
W-02PI5D,Precioso piso en finca regia en Comte Urgell ,Eixample  Sant Antoni ,Excelente,Excelente,1940,197m²,2,6,Gas,E,890.000EUR
W-02NJWI,Piso primero en Molins de Rei con terraza y loft extra ,Baix Llobregat ,,,,213m²,2,5,Gas,G,295.000EUR
W-02PH9N,Amplio y luminoso loft totalmente reformado ,Bagés- Manresa  MANRESA ,Muybien,Excelente,1941,267m²,2,1,Pellets,,370.000EUR
W-02PGJX,Luminoso y reformado piso en el centro de Manresa ,Bagés- Manresa  MANRESA ,Muybien,Muybien,1965,94m²,2,4,Gas,E,170.000EUR
W-02P6KB,Ático en finca regia del Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1940,217m²,4,4,Gas,E,1.650.000EUR
W-02OGSD,Precioso piso alto en finca regia en Muntaner ,Sant Gervasi  Galvany ,Excelente,Muybien,1925,186m²,2,6,Gas,E,1.200.000EUR
W-02PGD0,Piso alto y soleado en Muntaner ,Sant Gervasi  Bonanova ,Muybien,Regular,1964,148m²,2,5,Central,D,840.000EUR
W-02OR2G,Precioso dúplex con vistas al mar ,Maresme  Canet de Mar ,Excelente,Excelente,2006,152m²,3,4,Gas,E,410.000EUR
W-02OE8K,Piso reformado en Eixample Esquerra ,Eixample  Eixample Esquerra ,,,,105m²,3,5,,E,730.000EUR
W-02OO4U,Encantador piso en el Barrio Gótico ,Ciutat Vella  Gòtic ,Excelente,Bien,1850,62m²,1,1,,D,265.000EUR
W-02OB35,Encantador piso luminoso en centro histórico ,Ciutat Vella  Gòtic ,Muybien,,1900,63m²,1,2,Gas,,319.000EUR
W-02P7FU,Bajo con terraza  piscina y parking en Sant Gervasi ,Sant Gervasi  Putget ,Excelente,Excelente,1999,100m²,3,3,Bombadecalor,E,615.000EUR
W-02P86G,Espacioso y luminoso piso en Sant Adrià ,Sant Adrià de Besòs ,,,2000,184m²,2,4,Gas,,385.000EUR
W-02OUUT,Oportunidad de compra  edificio en Badalona ,Badalona  Badalona ,Muybien,Muybien,1915,216m²,3,5,,,350.000EUR
W-02P6WY,Amplio y luminoso piso junto a Casa Batllo ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,200m²,3,3,Bombadecalor,E,2.200.000EUR
W-02PFSD,Fantástica vivienda con terraza en Tres Torres ,Sant Gervasi  Tres Torres ,Excelente,Excelente,1972,333m²,5,6,Gas,E,2.380.000EUR
W-02ONVV,Piso reformado y elegante en Eixample ,Eixample  Sagrada Familia ,Excelente,Excelente,1980,114m²,2,3,,D,620.000EUR
W-02KX4W,Maravillosas vistas en primera línea del mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2008,120m²,2,3,Bombadecalor,E,1.500.000EUR
W-02PH57,Luminoso piso exterior a estrenar en Bonanova ,Sant Gervasi  Bonanova ,Muybien,Muybien,1947,133m²,2,3,Bombadecalor,E,870.000EUR
W-02NUCN,Alto y luminoso piso a estrenar en Bonanova ,Sant Gervasi  Bonanova ,Muybien,Muybien,1947,194m²,3,4,Bombadecalor,E,1.200.000EUR
W-02LPPJ,Piso con licencia turística ideal para inversores ,Sants - Montjuïc  Poble Sec ,Muybien,Bien,1934,70m²,2,3,Gas,G,419.000EUR
W-02OWEW,Espectacular atico con terrazas y vistas al mar ,Maresme  Sant Andreu de Llavaneres ,Excelente,Excelente,2011,227m²,2,4,Solar,,1.040.000EUR
W-02OWEU,Ático de diseño vistas al mar a estrenar ,Maresme  Sant Andreu de Llavaneres ,Excelente,Excelente,2011,98m²,2,2,Solar,,565.000EUR
W-02P87K,Apartamento con vistas a mar en Sant Adrià ,Sant Adrià de Besòs ,Excelente,Excelente,2007,94m²,2,2,Bombadecalor,D,450.000EUR
W-02P5U7,Espectacular ático con orientación sur-este ,Les Corts  Les corts ,,Excelente,1973,190m²,3,5,Gas,,1.200.000EUR
W-02LF4H,Piso de diseño en Finca Regia ,Sant Gervasi  Turo Parc ,Excelente,Excelente,,150m²,3,3,Gas,,1.250.000EUR
W-02NTNT,Piso luminoso con terraza y vistas despejadas ,SANT MARTIN  Sant Martí de Provençals ,,,1960,178m²,2,5,Gas,E,630.000EUR
W-02P2VL,Exclusivo ático con piscina  l'Illa Diagonal ,Les Corts  Les corts ,Excelente,Excelente,2015,110m²,2,3,BombadecalorGasSolar,B,999.000EUR
W-02OZBJ,Ático con terraza en El Congrés ,Horta Guinardó  Baix Guinardó ,Muybien,Muybien,1950,147m²,2,3,Gas,,480.000EUR
W-02P6RW,Piso en buen estado con piscina en Tres Torres ,Sant Gervasi  Tres Torres ,Muybien,Bien,1983,171m²,3,5,Gas,D,1.190.000EUR
W-02P0MF,Piso amplio próximo al mercado Sant Antoni ,Ciutat Vella  raval ,Excelente,Muybien,1841,120m²,2,3,CorrienteEléctrica,E,399.000EUR
W-02P70K,Espectacular planta baja piscina comunitaria ,Maresme  Mataró ,,,2007,170m²,3,4,Gas,,545.000EUR
W-02OYOQ,Coqueto piso cerca de Francesc Macià ,Eixample  Eixample Esquerra ,Muybien,,1933,83m²,1,2,CorrienteEléctrica,E,380.000EUR
W-02OVNA,Piso reformado a estrenar en elegante finca regia ,Eixample  Nova Esquerra de l'Eixample ,Muybien,Muybien,1936,85m²,2,2,Bombadecalor,G,585.000EUR
W-02KZE4,Piso alto con vistas despejadas y piscina ,Pedralbes  Pedralbes ,Excelente,,,205m²,3,4,Gas,E,1.545.000EUR
W-02P2UY,Gran piso reformado junto Passeig Sant Joan ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,216m²,5,4,,D,1.800.000EUR
W-02MIEA,Piso con terraza en la Sagrada Família ,Eixample  Sagrada Familia ,Muybien,Muybien,1920,105m²,2,2,Gas,E,580.000EUR
W-02OYIM,Exclusiva obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,85m²,1,1,nocentralizada,A+,548.250EUR
W-02P7JK,Amplio piso de obra nueva en Sant Martí ,SANT MARTIN  El Poblenou ,Excelente,Excelente,2022,127m²,2,3,BombadecalorPellets,A,669.500EUR
W-02P7JO,Amplio y luminoso piso en Sant Martí ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,2022,127m²,2,4,BombadecalorPellets,A,664.000EUR
W-02P1RU,Piso reformado con terraza en Enric Granados ,Eixample  Eixample Esquerra ,Excelente,,1910,155m²,2,3,,G,1.085.000EUR
W-02MORA,Piso con licencia turística en el Poblenou ,SANT MARTIN  El Poblenou ,,,2011,106m²,2,3,,B,750.000EUR
W-02P26K,Loft con elementos originales en Ciutat Vella ,Ciutat Vella  raval ,Bien,Bien,1850,68m²,1,1,,C,170.000EUR
W-02P0MX,Amplio piso reformado en Eixample Esquerra ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Excelente,1925,134m²,2,3,CorrienteEléctrica,E,699.000EUR
W-02P0RB,Señorial piso segregable en Portaferrissa ,Ciutat Vella  Gòtic ,Excelente,Excelente,1900,242m²,3,4,,D,985.000EUR
W-02P5H3,Maravillosa casa con terraza y jardín. ,SANT MARTIN  Provençals del Poblenou ,Excelente,Excelente,1940,140m²,2,2,,D,760.000EUR
W-02L2SE,Fantástico piso luminoso en Turó Parc ,Sant Gervasi  Turo Parc ,,,,628m²,6,5,,D,3.900.000EUR
W-02OYR8,Estilosa propiedad en el Cuadrat d'Or ,Eixample  Eixample Dreta ,Excelente,Excelente,1930,183m²,3,4,Circuito,C,1.475.000EUR
W-02P1H5,Fantástico piso con licéncia turística cerca del Camp Nou ,Hospitalet  Collblanc ,,Excelente,2008,69m²,1,2,,,370.000EUR
W-02NNDV,Amplio piso frente al Arc de Triomf ,Ciutat Vella  Born-Ribera ,Excelente,Muybien,1927,122m²,2,4,,D,790.000EUR
W-02OL39,Ático reformado con terraza y vistas al mar en Eixample ,Eixample  Eixample Dreta ,Muybien,Excelente,1960,212m²,2,2,Bombadecalor,B,2.200.000EUR
W-02OS4V,Acogedor piso en finca regia en Eixample ,Eixample  Eixample Dreta ,Excelente,Muybien,1900,52m²,1,2,Bombadecalor,G,289.000EUR
W-02P484,Fantástico piso con piscina  gimnasio y parking ,Hospitalet  Gran Via ,Muybien,Excelente,2014,83m²,2,2,Bombadecalor,D,390.000EUR
W-02OZ4U,Piso de 4 habitaciones con parking y trastero en Les Corts ,Les Corts  Les corts ,Excelente,Muybien,2003,120m²,2,4,,,581.000EUR
W-02P06N,Espectacular ático dúplex en el Eixample ,Sant Just - Esplugues  Sant Joan Despí ,Muybien,Muybien,2000,185m²,3,4,Gas,D,680.000EUR
W-02P3O3,Maravilloso piso con terraza en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,172m²,3,4,PelletsGasSolar,A,1.620.000EUR
W-02P3NZ,Maravilloso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,172m²,3,4,PelletsGasSolar,A,1.549.000EUR
W-02P3MK,Maravilloso ático de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,156m²,3,4,PelletsGasSolar,A,1.639.000EUR
W-02P3MD,Luminoso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,156m²,3,4,PelletsGasSolar,A,1.560.000EUR
W-02P3M7,Luminoso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,156m²,3,4,PelletsGasSolar,A,1.530.000EUR
W-02P3M2,Luminoso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,156m²,3,4,PelletsGasSolar,A,1.500.000EUR
W-02P3LV,Luminoso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,156m²,3,4,PelletsGasSolar,A,1.470.000EUR
W-02L25Q,Luminoso piso de obra nueva en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,2022,160m²,3,4,PelletsGasSolar,A,1.460.000EUR
W-02D6UB,Piso luminoso a reformar con ascensor ,Ciutat Vella  Born-Ribera ,Excelente,Necesitarenovaciones,1933,140m²,2,5,,E,615.000EUR
W-02OROU,Precioso piso reformado en Gràcia ,Gracia  La Salut ,Muybien,Excelente,1966,84m²,1,3,,E,430.000EUR
W-02OB1L,Bonito apartamento para reformar en Pl. Molina ,Sant Gervasi  Putget ,Excelente,,1970,86m²,1,1,Gas,,310.000EUR
W-02P374,Bonito piso en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,76m²,2,2,,C,322.000EUR
W-02P36Y,Bonito piso en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,90m²,2,2,,C,362.000EUR
W-02P2PB,Piso con piscina en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,77m²,2,2,,C,330.000EUR
W-02P381,Amplio piso con piscina comunitaria ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,104m²,2,3,,C,415.000EUR
W-02P33V,Amplio piso con piscina comunitaria ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,105m²,2,3,,C,392.000EUR
W-02P33Q,Bonito piso con piscina comunitaria ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,76m²,2,2,,C,312.000EUR
W-02P2UH,Bonito piso con piscina comunitaria ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,90m²,2,2,,C,352.000EUR
W-02P2UE,Bonito piso con piscina comunitaria ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,82m²,2,2,,C,340.000EUR
W-02P2U7,Dúplex con jardín en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,147m²,3,3,,C,560.000EUR
W-02P2U2,Dúplex con jardín en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,126m²,3,3,,C,477.000EUR
W-02P2U5,Dúplex con jardín en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,126m²,3,3,,C,477.000EUR
W-02P2TZ,Dúplex con jardín en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,126m²,3,3,,C,477.000EUR
W-02P2TX,Dúplex con jardín en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,126m²,3,3,,C,477.000EUR
W-02P2L0,Bonito piso con piscina comunitaria ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,77m²,2,2,,C,320.000EUR
W-02HX6T,Dúplex con jardín en Hospitalet de Llobregat ,Hospitalet  Centre - Sant Josep ,Excelente,Excelente,2022,126m²,3,3,,C,477.000EUR
W-02EJSK,Elegante piso reformado en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1955,157m²,3,3,Gas,E,970.000EUR
W-02OWES,Ático a estrenar con piscina comunitaria ,Maresme  Sant Andreu de Llavaneres ,Excelente,Excelente,2011,40m²,1,1,BombadecalorSolar,,315.000EUR
W-02OWET,Ático a estrenar con piscina comunitaria ,Maresme  Sant Andreu de Llavaneres ,Excelente,Excelente,2011,51m²,1,1,BombadecalorSolar,,375.000EUR
W-02NB0A,Espectacular loft de diseño ,Horta Guinardó  Carmel ,Excelente,Excelente,1974,368m²,2,4,Bombadecalor,,1.150.000EUR
W-02P1IG,Principal con balcón en Rambla Catalunya ,Eixample  Eixample Dreta ,,,,170m²,2,4,,,1.200.000EUR
W-02P0ZK,Único y espectacular ático Duplex en Eixample. ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Excelente,1990,160m²,4,5,Gas,E,895.000EUR
W-02P0ZI,Único y espectacular ático Duplex en Eixample. ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Excelente,1990,160m²,4,5,Gas,E,895.000EUR
W-02OK0J,Ático duplex en el centro de El Masnou ,Maresme  Masnou ,Excelente,Excelente,2018,184m²,3,4,Circuito,A,990.000EUR
W-02L95Y,Piso con gran terraza en la Sagrada Familia ,Eixample  Sagrada Familia ,,,1924,71m²,1,2,,G,444.000EUR
W-02F95U,Apartamento con maravillosas vistas al puerto ,Ciutat Vella  Barceloneta ,Excelente,Excelente,1975,110m²,2,3,,,645.000EUR
W-02CHYU,Luminosa y amplia planta baja tipo dúplex ,Sant Just - Esplugues  Esplugues - Otras ,Muybien,Bien,2002,118m²,3,4,Gas,E,398.000EUR
W-02NAZ7,Magnífico piso en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,2022,110m²,3,3,Bombadecalor,A,698.000EUR
W-02NAYM,Magnífico piso en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,2022,110m²,3,2,Bombadecalor,A,673.000EUR
W-02OR7L,Piso con terraza en Sant Andreu ,Sant Andreu ,Excelente,Excelente,1920,99m²,1,2,,,297.500EUR
W-02OR7J,Bajo con terraza en Sant Andreu ,Sant Andreu ,Excelente,Excelente,1920,101m²,1,1,,,297.500EUR
W-02OJSU,Maravilloso piso en el centro de Badalona ,Badalona  Centre ,,,,86m²,1,4,,,300.000EUR
W-02ORG9,Luminoso piso a 4 vientos con zona comunitaria ,Pedralbes  Pedralbes ,Excelente,,1963,343m²,4,4,Gas,D,1.950.000EUR
W-02NFVI,Ático con terraza en Rambla de Catalunya ,Eixample  Eixample Dreta ,Excelente,Bien,1903,144m²,3,4,Gas,F,1.075.000EUR
W-02O79N,Pis al centre de Llavaneres ,Maresme  Sant Andreu de Llavaneres ,Muybien,Muybien,1964,90m²,1,3,Bombadecalor,E,250.000EUR
W-02OK2U,Lujoso ático con gran terraza y piscina ,Ciutat Vella  raval ,Excelente,Excelente,,171m²,2,2,Bombadecalor,,1.500.000EUR
W-02OS3R,Fantástico piso con terraza en el Quadrat d'Or ,Eixample  Eixample Dreta ,Excelente,Excelente,1910,167m²,2,3,Gas,D,950.000EUR
W-02OXQU,Ático a reformar en Eixample ,Eixample  Eixample Esquerra ,Muybien,Necesitarestauración,1960,84m²,1,3,,E,450.000EUR
W-02OXQT,Espléndido piso a reformar en Eixample ,Eixample  Eixample Esquerra ,Muybien,Necesitarestauración,1960,84m²,1,3,,E,380.000EUR
W-02NGXR,Piso con vistas despejadas en la calle Marina ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,,1960,75m²,1,3,Bombadecalor,E,279.000EUR
W-02OX9H,Piso reformado con terraza en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Muybien,Excelente,1936,112m²,2,3,Gas,F,550.000EUR
W-02LAON,Piso alto y luminoso a reformar con amplio balcón ,Eixample  Eixample Esquerra ,Muybien,Muybien,1963,165m²,3,5,BombadecalorGas,E,650.000EUR
W-02I608,Tranquilo piso a estrenar junto Plaça del Centre ,Sants - Montjuïc  SantS ,Muybien,Excelente,1936,85m²,1,2,Bombadecalor,E,420.000EUR
W-02OU90,Luminoso piso reformado cerca de Plaza Real ,Ciutat Vella  Gòtic ,Muybien,Muybien,1900,83m²,1,2,Gas,E,449.000EUR
W-02OS0L,Maravilloso loft en calle peatonal ,SANT MARTIN  El Camp de l'Arpa del Clot ,Excelente,Excelente,1930,226m²,2,4,Sueloradiante,D,840.000EUR
W-02OSIT,Sensacional piso en la calle Jaume Isern ,Maresme  Mataró ,Bien,Regular,1997,125m²,2,4,Gas,E,290.000EUR
W-02OR25,Ático dúplex con vistas al mar en via Cannetum ,Maresme  Canet de Mar ,Excelente,Muybien,2001,193m²,2,3,Gas,E,299.000EUR
